id,email,total,distance,subject,date,work_related,day,month,year,hour,date_only,year_month
6048,noreply@uber.com,8.93,1.69,Sua viagem de quarta-feira à tarde com a Uber,2021-11-17 17:03:29,True,17,11,2021,17,2021-11-17,2021-11
6050,noreply@uber.com,8.81,2.36,Sua viagem de quinta-feira de manhã com a Uber,2021-11-18 10:01:34,True,18,11,2021,10,2021-11-18,2021-11
6061,noreply@uber.com,8.22,0.62,Sua viagem de sábado à noite com a Uber,2021-11-20 19:42:45,True,20,11,2021,19,2021-11-20,2021-11
6076,noreply@uber.com,9.99,2.83,Sua viagem de quarta-feira à tarde com a Uber,2021-11-24 12:55:45,True,24,11,2021,12,2021-11-24,2021-11
6078,noreply@uber.com,10.98,2.62,Sua viagem de quarta-feira à tarde com a Uber,2021-11-24 16:56:14,True,24,11,2021,16,2021-11-24,2021-11
6091,noreply@uber.com,8.54,2.14,Sua viagem de sexta-feira à tarde com a Uber,2021-11-26 15:07:28,True,26,11,2021,15,2021-11-26,2021-11
6093,noreply@uber.com,10.9,2.51,Sua viagem de sexta-feira à noite com a Uber,2021-11-26 18:47:13,True,26,11,2021,18,2021-11-26,2021-11
6112,noreply@uber.com,7.74,1.16,Sua viagem de terça-feira à tarde com a Uber,2021-11-30 14:24:10,True,30,11,2021,14,2021-11-30,2021-11
6125,noreply@uber.com,11.95,3.03,Sua viagem de quinta-feira à tarde com a Uber,2021-12-02 15:11:12,True,2,12,2021,15,2021-12-02,2021-12
6129,noreply@uber.com,8.13,2.44,Sua viagem de quinta-feira à noite com a Uber,2021-12-02 21:54:08,True,2,12,2021,21,2021-12-02,2021-12
6139,noreply@uber.com,7.73,1.83,Sua viagem de domingo de manhã com a Uber,2021-12-05 08:13:24,True,5,12,2021,8,2021-12-05,2021-12
6141,noreply@uber.com,12.94,1.81,Sua viagem de domingo à tarde com a Uber,2021-12-05 12:16:42,True,5,12,2021,12,2021-12-05,2021-12
6170,noreply@uber.com,11.15,3.75,Sua viagem de thursday à tarde com a Uber,2021-12-09 14:09:47,True,9,12,2021,14,2021-12-09,2021-12
6172,noreply@uber.com,12.99,2.5,Sua viagem de thursday à noite com a Uber,2021-12-09 17:38:49,True,9,12,2021,17,2021-12-09,2021-12
6173,noreply@uber.com,28.94,12.91,Sua viagem de friday de manhã com a Uber,2021-12-10 07:30:49,True,10,12,2021,7,2021-12-10,2021-12
6174,noreply@uber.com,11.96,1.93,Sua viagem de friday de manhã com a Uber,2021-12-10 07:50:28,True,10,12,2021,7,2021-12-10,2021-12
6178,noreply@uber.com,10.98,1.99,Sua viagem de friday de manhã com a Uber,2021-12-10 11:19:50,True,10,12,2021,11,2021-12-10,2021-12
6181,noreply@uber.com,19.97,9.61,Sua viagem de friday à tarde com a Uber,2021-12-10 16:18:22,True,10,12,2021,16,2021-12-10,2021-12
6187,noreply@uber.com,7.74,1.53,Sua viagem de sunday de manhã com a Uber,2021-12-12 07:08:39,True,12,12,2021,7,2021-12-12,2021-12
6206,noreply@uber.com,8.41,2.09,Sua viagem de quarta-feira à tarde com a Uber,2021-12-15 14:37:21,True,15,12,2021,14,2021-12-15,2021-12
6210,noreply@uber.com,9.74,2.59,Sua viagem de quarta-feira à noite com a Uber,2021-12-15 18:10:46,True,15,12,2021,18,2021-12-15,2021-12
6219,noreply@uber.com,10.7,2.41,Sua viagem de sexta-feira à tarde com a Uber,2021-12-17 15:37:00,True,17,12,2021,15,2021-12-17,2021-12
6221,noreply@uber.com,13.5,1.34,Sua viagem de sexta-feira à tarde com a Uber,2021-12-17 16:12:08,True,17,12,2021,16,2021-12-17,2021-12
6222,noreply@uber.com,11.99,2.58,Sua viagem de sexta-feira à noite com a Uber,2021-12-17 18:41:39,True,17,12,2021,18,2021-12-17,2021-12
6226,noreply@uber.com,11.54,2.19,Sua viagem de segunda-feira à tarde com a Uber,2021-12-20 12:43:22,True,20,12,2021,12,2021-12-20,2021-12
6230,noreply@uber.com,10.91,1.33,Sua viagem de segunda-feira à noite com a Uber,2021-12-20 19:33:24,True,20,12,2021,19,2021-12-20,2021-12
6238,noreply@uber.com,7.81,0.62,Sua viagem de terça-feira à tarde com a Uber,2021-12-21 13:02:24,True,21,12,2021,13,2021-12-21,2021-12
6243,noreply@uber.com,8.52,0.6,Sua viagem de quarta-feira à tarde com a Uber,2021-12-22 13:02:13,True,22,12,2021,13,2021-12-22,2021-12
6258,noreply@uber.com,7.81,0.62,Sua viagem de quinta-feira à tarde com a Uber,2021-12-23 12:55:15,True,23,12,2021,12,2021-12-23,2021-12
6268,noreply@uber.com,10.64,1.49,Sua viagem de sexta-feira à tarde com a Uber,2021-12-24 15:09:06,True,24,12,2021,15,2021-12-24,2021-12
6269,noreply@uber.com,15.2,9.15,Sua viagem de sexta-feira à noite com a Uber,2021-12-24 20:39:15,True,24,12,2021,20,2021-12-24,2021-12
6271,noreply@uber.com,49.97,9.84,Sua viagem de sábado de manhã com a Uber,2021-12-25 02:22:04,True,25,12,2021,2,2021-12-25,2021-12
6277,noreply@uber.com,8.52,0.62,Sua viagem de segunda-feira à tarde com a Uber,2021-12-27 12:45:08,True,27,12,2021,12,2021-12-27,2021-12
6284,noreply@uber.com,5.24,0.6,Sua viagem de terça-feira à tarde com a Uber,2021-12-28 13:02:05,True,28,12,2021,13,2021-12-28,2021-12
6289,noreply@uber.com,9.57,1.59,Sua viagem de terça-feira à noite com a Uber,2021-12-28 19:40:28,True,28,12,2021,19,2021-12-28,2021-12
6291,noreply@uber.com,7.81,0.6,Sua viagem de quarta-feira à tarde com a Uber,2021-12-29 13:08:33,True,29,12,2021,13,2021-12-29,2021-12
6295,noreply@uber.com,7.81,1.25,Sua viagem de quarta-feira à noite com a Uber,2021-12-29 19:45:28,True,29,12,2021,19,2021-12-29,2021-12
6299,noreply@uber.com,5.89,0.62,Sua viagem de quinta-feira à tarde com a Uber,2021-12-30 13:06:24,True,30,12,2021,13,2021-12-30,2021-12
6301,noreply@uber.com,7.81,1.25,Sua viagem de quinta-feira à noite com a Uber,2021-12-30 19:37:03,True,30,12,2021,19,2021-12-30,2021-12
6304,noreply@uber.com,9.22,0.68,Sua viagem de sexta-feira à tarde com a Uber,2021-12-31 12:13:05,True,31,12,2021,12,2021-12-31,2021-12
6305,noreply@uber.com,7.81,1.36,Sua viagem de sexta-feira à tarde com a Uber,2021-12-31 12:40:08,True,31,12,2021,12,2021-12-31,2021-12
6307,noreply@uber.com,9.93,1.25,Sua viagem de sexta-feira à tarde com a Uber,2021-12-31 14:40:13,True,31,12,2021,14,2021-12-31,2021-12
6310,noreply@uber.com,7.43,1.83,Sua viagem de segunda-feira à noite com a Uber,2022-01-03 17:52:17,True,3,1,2022,17,2022-01-03,2022-01
6319,noreply@uber.com,7.81,0.62,Sua viagem de terça-feira à tarde com a Uber,2022-01-04 13:10:49,True,4,1,2022,13,2022-01-04,2022-01
6322,noreply@uber.com,7.81,1.52,Sua viagem de terça-feira à noite com a Uber,2022-01-04 19:37:06,True,4,1,2022,19,2022-01-04,2022-01
6326,noreply@uber.com,7.81,0.61,Sua viagem de quarta-feira à tarde com a Uber,2022-01-05 12:59:56,True,5,1,2022,12,2022-01-05,2022-01
6330,noreply@uber.com,8.52,1.24,Sua viagem de quarta-feira à noite com a Uber,2022-01-05 19:24:01,True,5,1,2022,19,2022-01-05,2022-01
6334,noreply@uber.com,7.81,0.6,Sua viagem de quinta-feira à tarde com a Uber,2022-01-06 13:04:22,True,6,1,2022,13,2022-01-06,2022-01
6339,noreply@uber.com,7.81,1.28,Sua viagem de quinta-feira à noite com a Uber,2022-01-06 19:32:13,True,6,1,2022,19,2022-01-06,2022-01
6340,noreply@uber.com,17.91,9.35,Sua viagem de sexta-feira de manhã com a Uber,2022-01-07 07:14:40,True,7,1,2022,7,2022-01-07,2022-01
6341,noreply@uber.com,9.22,2.04,Sua viagem de sexta-feira de manhã com a Uber,2022-01-07 07:43:51,True,7,1,2022,7,2022-01-07,2022-01
6347,noreply@uber.com,23.77,9.67,Sua viagem de sexta-feira à tarde com a Uber,2022-01-07 14:21:41,True,7,1,2022,14,2022-01-07,2022-01
6352,noreply@uber.com,8.13,2.14,Sua viagem de segunda-feira à tarde com a Uber,2022-01-10 15:07:21,True,10,1,2022,15,2022-01-10,2022-01
6353,noreply@uber.com,7.81,1.1,Sua viagem de segunda-feira à tarde com a Uber,2022-01-10 15:25:26,True,10,1,2022,15,2022-01-10,2022-01
6354,noreply@uber.com,16.3,2.76,Sua viagem de segunda-feira à noite com a Uber,2022-01-10 17:30:18,True,10,1,2022,17,2022-01-10,2022-01
6357,noreply@uber.com,5.07,0.74,Sua viagem de terça-feira de manhã com a Uber,2022-01-11 06:14:59,True,11,1,2022,6,2022-01-11,2022-01
6366,noreply@uber.com,8.52,0.62,Sua viagem de terça-feira à noite com a Uber,2022-01-11 21:51:55,True,11,1,2022,21,2022-01-11,2022-01
6385,noreply@uber.com,8.38,2.12,Sua viagem de sexta-feira à tarde com a Uber,2022-01-14 16:30:33,True,14,1,2022,16,2022-01-14,2022-01
6386,noreply@uber.com,12.15,2.72,Sua viagem de sexta-feira à noite com a Uber,2022-01-14 19:59:21,True,14,1,2022,19,2022-01-14,2022-01
6389,noreply@uber.com,7.81,1.04,Sua viagem de domingo de manhã com a Uber,2022-01-16 07:31:03,True,16,1,2022,7,2022-01-16,2022-01
6395,noreply@uber.com,10.23,3.22,Sua viagem de segunda-feira à tarde com a Uber,2022-01-17 16:15:37,True,17,1,2022,16,2022-01-17,2022-01
6396,noreply@uber.com,7.18,3.14,Sua viagem de segunda-feira à noite com a Uber,2022-01-17 19:02:09,True,17,1,2022,19,2022-01-17,2022-01
6407,noreply@uber.com,14.96,7.01,Sua viagem de quinta-feira de manhã com a Uber,2022-01-20 10:07:15,True,20,1,2022,10,2022-01-20,2022-01
6419,noreply@uber.com,9.2,2.82,Sua viagem de sábado à noite com a Uber,2022-01-22 18:24:39,True,22,1,2022,18,2022-01-22,2022-01
6420,noreply@uber.com,7.74,2.33,Sua viagem de sábado à noite com a Uber,2022-01-22 20:42:01,True,22,1,2022,20,2022-01-22,2022-01
6448,noreply@uber.com,7.74,1.89,Sua viagem de quarta-feira à tarde com a Uber,2022-01-26 12:45:24,True,26,1,2022,12,2022-01-26,2022-01
6450,noreply@uber.com,7.73,1.78,Sua viagem de quarta-feira à tarde com a Uber,2022-01-26 15:50:36,True,26,1,2022,15,2022-01-26,2022-01
6465,noreply@uber.com,8.25,2.2,Sua viagem de sexta-feira à tarde com a Uber,2022-01-28 14:58:44,True,28,1,2022,14,2022-01-28,2022-01
6468,noreply@uber.com,14.95,2.65,Sua viagem de sexta-feira à noite com a Uber,2022-01-28 18:08:48,True,28,1,2022,18,2022-01-28,2022-01
6475,noreply@uber.com,7.74,1.19,Sua viagem de segunda-feira à tarde com a Uber,2022-01-31 14:42:55,True,31,1,2022,14,2022-01-31,2022-01
6487,noreply@uber.com,6.46,1.39,Sua viagem de terça-feira à tarde com a Uber,2022-02-01 14:36:24,True,1,2,2022,14,2022-02-01,2022-02
6496,noreply@uber.com,7.73,1.0,Sua viagem de quarta-feira à tarde com a Uber,2022-02-02 15:59:49,True,2,2,2022,15,2022-02-02,2022-02
6512,noreply@uber.com,22.94,9.46,Sua viagem de segunda-feira de manhã com a Uber,2022-02-07 07:36:24,True,7,2,2022,7,2022-02-07,2022-02
6513,noreply@uber.com,15.17,1.76,Sua viagem de segunda-feira de manhã com a Uber,2022-02-07 08:10:12,True,7,2,2022,8,2022-02-07,2022-02
6517,noreply@uber.com,16.92,9.48,Sua viagem de segunda-feira à tarde com a Uber,2022-02-07 15:04:26,True,7,2,2022,15,2022-02-07,2022-02
6527,noreply@uber.com,5.71,2.17,Sua viagem de quarta-feira à tarde com a Uber,2022-02-09 15:30:36,True,9,2,2022,15,2022-02-09,2022-02
6528,noreply@uber.com,12.96,2.63,Sua viagem de quarta-feira à noite com a Uber,2022-02-09 18:30:55,True,9,2,2022,18,2022-02-09,2022-02
6532,noreply@uber.com,7.73,1.53,Sua viagem de quinta-feira de manhã com a Uber,2022-02-10 09:42:13,True,10,2,2022,9,2022-02-10,2022-02
6534,noreply@uber.com,8.37,1.56,Sua viagem de quinta-feira de manhã com a Uber,2022-02-10 10:20:26,True,10,2,2022,10,2022-02-10,2022-02
6535,noreply@uber.com,7.73,0.9,Sua viagem de quinta-feira de manhã com a Uber,2022-02-10 11:49:23,True,10,2,2022,11,2022-02-10,2022-02
6539,noreply@uber.com,7.73,1.25,Sua viagem de quinta-feira à tarde com a Uber,2022-02-10 16:20:27,True,10,2,2022,16,2022-02-10,2022-02
6551,noreply@uber.com,7.74,1.22,Sua viagem de segunda-feira à tarde com a Uber,2022-02-14 16:43:34,True,14,2,2022,16,2022-02-14,2022-02
6559,noreply@uber.com,7.1,1.23,Sua viagem de terça-feira à tarde com a Uber,2022-02-15 17:01:03,True,15,2,2022,17,2022-02-15,2022-02
6564,noreply@uber.com,7.73,1.5,Sua viagem de quarta-feira à tarde com a Uber,2022-02-16 16:52:56,True,16,2,2022,16,2022-02-16,2022-02
6600,noreply@uber.com,7.73,0.6,Sua viagem de terça-feira à noite com a Uber,2022-02-22 20:53:33,True,22,2,2022,20,2022-02-22,2022-02
6607,noreply@uber.com,8.76,2.12,Sua viagem de quarta-feira à tarde com a Uber,2022-02-23 15:01:58,True,23,2,2022,15,2022-02-23,2022-02
6609,noreply@uber.com,7.74,0.99,Sua viagem de quarta-feira à tarde com a Uber,2022-02-23 16:18:12,True,23,2,2022,16,2022-02-23,2022-02
6611,noreply@uber.com,7.74,1.25,Sua viagem de quarta-feira à tarde com a Uber,2022-02-23 16:54:26,True,23,2,2022,16,2022-02-23,2022-02
6612,noreply@uber.com,12.27,3.56,Sua viagem de quarta-feira à tarde com a Uber,2022-02-23 16:59:14,True,23,2,2022,16,2022-02-23,2022-02
6614,noreply@uber.com,7.73,1.02,Sua viagem de quarta-feira à noite com a Uber,2022-02-23 19:26:50,True,23,2,2022,19,2022-02-23,2022-02
6623,noreply@uber.com,7.73,1.5,Sua viagem de quinta-feira à tarde com a Uber,2022-02-24 16:49:28,True,24,2,2022,16,2022-02-24,2022-02
6684,noreply@uber.com,9.86,3.1,Sua viagem de sábado de manhã com a Uber,2022-03-05 09:12:13,True,5,3,2022,9,2022-03-05,2022-03
6685,noreply@uber.com,7.73,1.06,Sua viagem de sábado de manhã com a Uber,2022-03-05 09:41:03,True,5,3,2022,9,2022-03-05,2022-03
6696,noreply@uber.com,12.9,4.26,Sua viagem de terça-feira à tarde com a Uber,2022-03-08 15:50:22,True,8,3,2022,15,2022-03-08,2022-03
6697,noreply@uber.com,12.97,3.15,Sua viagem de terça-feira à noite com a Uber,2022-03-08 17:47:47,True,8,3,2022,17,2022-03-08,2022-03
6698,noreply@uber.com,15.95,2.83,Sua viagem de terça-feira à noite com a Uber,2022-03-08 22:06:04,True,8,3,2022,22,2022-03-08,2022-03
6702,noreply@uber.com,24.94,9.34,Sua viagem de quarta-feira à tarde com a Uber,2022-03-09 13:19:53,True,9,3,2022,13,2022-03-09,2022-03
6704,noreply@uber.com,10.52,2.03,Sua viagem de quarta-feira à tarde com a Uber,2022-03-09 14:35:04,True,9,3,2022,14,2022-03-09,2022-03
6708,noreply@uber.com,20.99,9.89,Sua viagem de quarta-feira à noite com a Uber,2022-03-09 18:54:02,True,9,3,2022,18,2022-03-09,2022-03
6711,noreply@uber.com,8.94,2.2,Sua viagem de quinta-feira de manhã com a Uber,2022-03-10 08:40:10,True,10,3,2022,8,2022-03-10,2022-03
6714,noreply@uber.com,7.74,1.4,Sua viagem de quinta-feira de manhã com a Uber,2022-03-10 10:14:46,True,10,3,2022,10,2022-03-10,2022-03
6717,noreply@uber.com,9.95,2.86,Sua viagem de quinta-feira à tarde com a Uber,2022-03-10 13:52:57,True,10,3,2022,13,2022-03-10,2022-03
6723,noreply@uber.com,9.95,2.15,Sua viagem de quinta-feira à tarde com a Uber,2022-03-10 15:48:46,True,10,3,2022,15,2022-03-10,2022-03
6726,noreply@uber.com,7.73,0.6,Sua viagem de quinta-feira à noite com a Uber,2022-03-10 20:50:14,True,10,3,2022,20,2022-03-10,2022-03
6738,noreply@uber.com,15.96,6.33,Sua viagem de domingo de manhã com a Uber,2022-03-13 07:40:11,True,13,3,2022,7,2022-03-13,2022-03
6739,noreply@uber.com,15.91,7.14,Sua viagem de domingo de manhã com a Uber,2022-03-13 07:45:49,True,13,3,2022,7,2022-03-13,2022-03
6741,noreply@uber.com,19.91,8.1,Sua viagem de domingo de manhã com a Uber,2022-03-13 11:12:21,True,13,3,2022,11,2022-03-13,2022-03
6742,noreply@uber.com,31.94,7.87,Sua viagem de domingo à tarde com a Uber,2022-03-13 12:34:16,True,13,3,2022,12,2022-03-13,2022-03
6769,noreply@uber.com,8.95,2.19,Sua viagem de sexta-feira à tarde com a Uber,2022-03-18 16:07:42,True,18,3,2022,16,2022-03-18,2022-03
6770,noreply@uber.com,17.91,3.13,Sua viagem de sexta-feira à noite com a Uber,2022-03-18 17:40:44,True,18,3,2022,17,2022-03-18,2022-03
6773,noreply@uber.com,8.24,0.65,Sua viagem de sábado à noite com a Uber,2022-03-19 21:29:29,True,19,3,2022,21,2022-03-19,2022-03
6774,noreply@uber.com,8.24,0.45,Sua viagem de domingo de manhã com a Uber,2022-03-20 00:30:06,True,20,3,2022,0,2022-03-20,2022-03
6775,noreply@uber.com,19.94,6.99,Sua viagem de domingo de manhã com a Uber,2022-03-20 06:04:19,True,20,3,2022,6,2022-03-20,2022-03
6777,noreply@uber.com,24.92,7.4,Sua viagem de domingo à noite com a Uber,2022-03-20 20:01:25,True,20,3,2022,20,2022-03-20,2022-03
6789,noreply@uber.com,12.98,3.76,Sua viagem de quarta-feira de manhã com a Uber,2022-03-23 08:52:31,True,23,3,2022,8,2022-03-23,2022-03
6790,noreply@uber.com,12.94,3.35,Sua viagem de quarta-feira de manhã com a Uber,2022-03-23 09:31:44,True,23,3,2022,9,2022-03-23,2022-03
6798,noreply@uber.com,14.94,1.25,Sua viagem de quarta-feira à noite com a Uber,2022-03-23 17:36:19,True,23,3,2022,17,2022-03-23,2022-03
6803,noreply@uber.com,19.96,6.95,Sua viagem de quinta-feira de manhã com a Uber,2022-03-24 08:19:44,True,24,3,2022,8,2022-03-24,2022-03
6815,noreply@uber.com,9.96,2.19,Sua viagem de sexta-feira à tarde com a Uber,2022-03-25 15:14:37,True,25,3,2022,15,2022-03-25,2022-03
6816,noreply@uber.com,10.91,2.62,Sua viagem de sexta-feira à noite com a Uber,2022-03-25 18:13:10,True,25,3,2022,18,2022-03-25,2022-03
6822,noreply@uber.com,20.99,6.95,Sua viagem de domingo de manhã com a Uber,2022-03-27 06:19:55,True,27,3,2022,6,2022-03-27,2022-03
6826,noreply@uber.com,8.24,1.34,Sua viagem de domingo de manhã com a Uber,2022-03-27 09:36:07,True,27,3,2022,9,2022-03-27,2022-03
6827,noreply@uber.com,8.24,1.37,Sua viagem de domingo de manhã com a Uber,2022-03-27 10:05:30,True,27,3,2022,10,2022-03-27,2022-03
6828,noreply@uber.com,8.24,1.33,Sua viagem de domingo de manhã com a Uber,2022-03-27 11:43:43,True,27,3,2022,11,2022-03-27,2022-03
6829,noreply@uber.com,8.24,1.46,Sua viagem de domingo de manhã com a Uber,2022-03-27 11:58:29,True,27,3,2022,11,2022-03-27,2022-03
